chromosome	start	end	germlineStatus	bafCount	observedBAF	minorAlleleCopyNumber	minorAlleleCopyNumberDeviation	observedTumorRatio	observedNormalRatio	unnormalisedObservedNormalRatio	majorAlleleCopyNumber	majorAlleleCopyNumberDeviation	deviationPenalty	tumorCopyNumber	fittedTumorCopyNumber	fittedBAF	refNormalisedCopyNumber	ratioSupport	support	depthWindowCount	tumorBAF	gcContent	eventPenalty	minStart	maxStart
chr7	50252001	51133000	DIPLOID	500	0.6143	1.0901	0.3020	0.9369	1.0378	1.0675	2.0842	0.2833	0.3596	3.1743	0.0000	0.0000	3.1299	true	NONE	847	0.6566	0.4364	1.4697	50252001	50252001
chr7	51133001	51527000	DIPLOID	180	0.6059	1.0037	0.1000	0.8698	0.9885	1.0114	1.8592	0.4560	0.3369	2.8628	0.0000	0.0000	2.8764	true	NONE	335	0.6494	0.4317	1.3451	51133001	51133001
chr7	51527001	51531000	HET_DELETION	0	0.0000	0.2066	0.6265	0.2975	0.5051	0.5157	0.0000	1.5000	0.0000	0.2066	0.0000	0.0000	0.7879	true	NONE	4	0.0000	0.4073	1.7174	51527001	51527001
chr7	51531001	52933409	DIPLOID	1336	0.6094	1.0155	0.1000	0.8840	1.0250	1.0365	1.9133	0.2913	0.2385	2.9288	0.0000	0.0000	2.8994	true	NONE	1320	0.6533	0.3790	1.3715	51527001	51531001
chr7	52933410	52941000	DIPLOID	7	0.6195	1.6674	0.8481	1.2766	1.0285	1.0310	3.0837	0.2816	0.6998	4.7511	0.0000	0.0000	4.7176	true	DEL	7	0.6490	0.3909	1.9665	52933410	52933410
chr7	52941001	52942000	DIPLOID	3	0.6024	1.8502	0.4815	1.3207	0.9429	0.9452	3.1057	0.3511	0.5015	4.9558	0.0000	0.0000	5.0229	true	NONE	1	0.6267	0.3780	1.9022	52941001	52941001
chr7	52942001	55018000	DIPLOID	1700	0.5845	1.9628	0.1274	1.3222	1.0477	1.0397	3.0000	0.1000	0.1329	4.9628	0.0000	0.0000	4.9068	true	NONE	1910	0.6045	0.3714	1.8149	52942001	52942001
chr7	55018001	55067000	DIPLOID	9	0.6040	1.8909	0.3617	1.3482	1.1403	1.1097	3.1926	0.5933	0.5768	5.0835	0.0000	0.0000	4.9187	true	NONE	47	0.6280	0.4397	1.9207	55018001	55018001
chr7	55067001	55191000	AMPLIFICATION	76	0.5768	2.2077	0.6291	1.4228	1.1988	1.1653	3.2221	0.6614	0.7443	5.4298	0.0000	0.0000	5.1962	true	NONE	123	0.5934	0.4506	1.9719	55067001	55067001
chr7	55191001	55196000	AMPLIFICATION	1	0.5204	2.3543	0.8732	1.3106	1.1837	1.1497	2.5546	0.9450	0.9462	4.9089	0.0000	0.0000	4.6932	true	NONE	5	0.5204	0.4758	1.7636	55191001	55191001
chr7	55196001	55663000	DIPLOID	417	0.5914	1.8083	0.5911	1.2631	1.0343	1.0003	2.8801	0.3945	0.5829	4.6885	0.0000	0.0000	4.6482	true	NONE	413	0.6143	0.4464	1.8287	55067001	55196001
chr7	55663001	56121000	HET_DELETION	173	0.5949	1.3435	0.8611	1.0268	0.8478	0.8131	2.2481	0.7149	0.9376	3.5916	0.0000	0.0000	3.7703	true	NONE	334	0.6259	0.4469	1.6366	55663001	55731001
chr7	56121001	56158000	DIPLOID	33	0.5941	1.4811	0.9618	1.0978	0.8978	0.8580	2.4401	0.9421	1.1311	3.9212	0.0000	0.0000	4.0412	true	NONE	27	0.6223	0.4530	1.7685	55663001	56121001
chr7	56158001	56534000	DIPLOID	221	0.5897	1.5252	0.9592	1.1092	0.9458	0.9009	2.4489	0.9469	1.1240	3.9741	0.0000	0.0000	4.0378	true	NONE	219	0.6162	0.4354	1.7695	56158001	56158001
chr7	56534001	56690000	DIPLOID	251	0.5789	1.7888	0.6372	1.2156	1.0314	0.9791	2.6792	0.8331	0.8512	4.4680	0.0000	0.0000	4.4311	true	NONE	132	0.5996	0.3896	1.7562	56534001	56534001
chr7	56690001	56774000	DIPLOID	42	0.5961	1.2122	0.6393	0.9598	0.8642	0.8190	2.0684	0.2319	0.5194	3.2806	0.0000	0.0000	3.4401	true	NONE	39	0.6305	0.4228	1.5122	56690001	56690001
chr7	56774001	57888000	DIPLOID	105	0.5753	1.6859	0.8241	1.1531	1.0038	0.9468	2.4920	0.9660	1.0298	4.1779	0.0000	0.0000	4.1733	true	NONE	355	0.5965	0.4436	1.7224	56774001	57137001
chr7	57888001	57898000	CENTROMETIC	0	0.0000	2.9664	0.1153	0.8921	0.8102	0.7615	0.0000	1.5000	0.0000	2.9664	0.0000	0.0000	3.1893	true	NONE	10	0.0000	0.3669	2.1865	57888001	57888001
chr7	57898001	57900000	CENTROMETIC	0	0.0000	0.0000	0.1000	0.2094	0.1634	0.1536	-0.2026	2.1173	0.0000	-0.2026	0.0000	0.0000	0.7800	true	NONE	2	1.0000	0.3680	1.8810	57898001	57898001
chr7	57900001	57979000	CENTROMETIC	3	0.5857	1.1223	0.4019	0.8890	0.7551	0.7090	1.8296	0.5371	0.5500	2.9520	0.0000	0.0000	3.2396	true	NONE	65	0.6198	0.3667	1.3808	57900001	57900001
chr7	57979001	58047000	CENTROMETIC	0	0.0000	2.9492	0.1733	0.8884	0.7322	0.6869	0.0000	1.5000	0.0000	2.9492	0.0000	0.0000	3.2637	true	NONE	64	0.0000	0.3679	2.1797	57979001	57979001
chr7	58047001	58119000	CENTROMETIC	0	0.0000	1.8455	0.4945	1.0482	0.8799	0.8246	1.8455	0.4945	0.0000	3.6909	0.0000	0.0000	3.8320	true	NONE	25	0.5000	0.3624	1.5236	58047001	58047001
chr7	58119001	59498943	CENTROMETIC	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	0	1.0000	0.0000	1.8000	58119001	59498943
chr7	59498944	61057000	CENTROMETIC	0	0.0000	2.1224	0.4019	1.1675	1.0187	0.9536	2.1224	0.4019	0.0000	4.2447	0.0000	0.0000	4.2228	true	CENTROMERE	47	0.5000	0.3575	1.4979	59498944	59498944
chr7	61057001	62172000	DIPLOID	0	0.0000	1.8715	0.4203	1.0594	0.9313	0.8696	1.8715	0.4203	0.0000	3.7429	0.0000	0.0000	3.8236	true	NONE	96	0.5000	0.3660	1.5028	59498944	61057001
chr7	62172001	62385000	DIPLOID	2	0.6178	1.5829	0.9277	1.2233	1.0272	0.9569	2.9206	0.2677	0.7385	4.5035	0.0000	0.0000	4.4715	true	NONE	36	0.6485	0.3843	1.9351	62172001	62296001
chr7	62385001	62407000	AMPLIFICATION	0	0.0000	4.9580	0.1435	2.3893	1.9659	1.8303	4.9580	0.1435	0.0000	9.9161	0.0000	0.0000	8.7815	true	NONE	5	0.5000	0.3624	3.7664	62385001	62402001
chr7	62407001	62447000	DIPLOID	0	0.0000	4.9881	0.1000	1.3276	1.1136	1.0364	0.0000	1.5000	0.0000	4.9881	0.0000	0.0000	4.8547	true	NONE	8	0.0000	0.3500	2.9952	62385001	62438001
chr7	62447001	62454000	HET_DELETION	0	0.0000	1.9503	0.1697	1.0934	0.8000	0.7443	1.9503	0.1697	0.0000	3.9005	0.0000	0.0000	4.1355	true	NONE	6	0.5000	0.3448	1.4398	62447001	62447001
chr7	62454001	62542000	HET_DELETION	0	0.0000	2.8949	0.3494	0.8767	0.7179	0.6676	0.0000	1.5000	0.0000	2.8949	0.0000	0.0000	3.2262	true	NONE	23	0.0000	0.3649	2.1579	62454001	62454001
chr7	62542001	62544000	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	true	NONE	2	1.0000	0.3595	1.8000	62542001	62542001
chr7	62544001	62545000	HET_DELETION	0	0.0000	1.0446	0.1525	0.4781	0.3300	0.3067	0.0000	1.5000	0.0000	1.0446	0.0000	0.0000	1.8316	true	NONE	1	0.0000	0.3530	1.4179	62544001	62544001
chr7	62545001	62607000	HET_DELETION	1	0.6029	1.1302	0.4253	0.9318	0.7590	0.7052	2.0204	0.1000	0.3167	3.1506	0.0000	0.0000	3.4337	true	NONE	49	0.6413	0.3614	1.4603	62545001	62545001
chr7	62607001	62624000	HET_DELETION	1	0.5946	1.2507	0.7200	0.9768	0.8313	0.7722	2.1085	0.3600	0.6422	3.3593	0.0000	0.0000	3.5575	true	NONE	14	0.6277	0.3807	1.5437	62607001	62607001
chr7	62624001	62986000	DIPLOID	11	0.5824	1.4087	0.9217	1.0297	0.8799	0.8172	2.1964	0.6025	0.8877	3.6051	0.0000	0.0000	3.7462	true	NONE	325	0.6092	0.3691	1.6420	62447001	62624001
chr7	62986001	63878000	DIPLOID	157	0.5914	1.4588	0.9519	1.0788	0.9680	0.8992	2.3742	0.8931	1.0911	3.8330	0.0000	0.0000	3.8705	true	NONE	233	0.6194	0.4206	1.7332	62986001	62986001
chr7	63878001	65731000	DIPLOID	1344	0.5953	1.6167	0.9014	1.1734	1.0209	0.9430	2.6554	0.8624	1.0501	4.2721	0.0000	0.0000	4.2476	true	NONE	1229	0.6216	0.4074	1.8155	63878001	63878001
chr7	65731001	66200000	DIPLOID	297	0.5902	1.4741	0.9589	1.0837	0.8872	0.8100	2.3816	0.8999	1.0971	3.8557	0.0000	0.0000	3.9882	true	NONE	335	0.6177	0.4618	1.7423	65731001	65731001
chr7	66200001	66217000	DIPLOID	10	0.5868	1.5818	0.9285	1.1309	0.9634	0.8769	2.4931	0.9664	1.1119	4.0748	0.0000	0.0000	4.1178	true	NONE	16	0.6118	0.4561	1.7645	66200001	66200001
chr7	66217001	66326000	DIPLOID	74	0.5880	1.7935	0.6265	1.2449	1.0075	0.9160	2.8105	0.5858	0.7128	4.6040	0.0000	0.0000	4.5952	true	NONE	100	0.6105	0.3942	1.8068	66217001	66217001
chr7	66326001	67666000	DIPLOID	693	0.6000	1.5060	0.9667	1.1274	0.9599	0.8653	2.5526	0.9461	1.1477	4.0586	0.0000	0.0000	4.1057	true	NONE	831	0.6289	0.4609	1.8187	66326001	66326001
chr7	67666001	68737000	DIPLOID	688	0.5978	1.4502	0.9476	1.0913	0.9909	0.8812	2.4411	0.9426	1.1300	3.8912	0.0000	0.0000	3.9020	true	NONE	1054	0.6273	0.4323	1.7565	67666001	67667001
chr7	68737001	68857000	DIPLOID	76	0.6009	1.2704	0.7560	1.0029	0.9296	0.8222	2.2103	0.6351	0.8360	3.4807	0.0000	0.0000	3.5633	true	NONE	119	0.6350	0.4491	1.5923	68737001	68738001
chr7	68857001	69281000	DIPLOID	332	0.5873	1.5496	0.9477	1.1155	1.0097	0.8891	2.4537	0.9494	1.1142	4.0033	0.0000	0.0000	3.9919	true	NONE	419	0.6129	0.4338	1.7616	68857001	68857001
chr7	69281001	69588000	DIPLOID	113	0.5890	1.4164	0.9272	1.0503	0.9428	0.8297	2.2842	0.7793	1.0052	3.7007	0.0000	0.0000	3.7678	true	NONE	305	0.6172	0.4439	1.6803	69281001	69281001
chr7	69588001	69590000	DIPLOID	3	0.5506	2.1195	0.3934	1.2691	0.9613	0.8471	2.5968	0.9177	0.7219	4.7163	0.0000	0.0000	4.7617	true	NONE	2	0.5506	0.3570	1.6865	69588001	69588001
chr7	69590001	69764768	AMPLIFICATION	91	0.5843	1.9561	0.1500	1.3181	1.1636	1.0268	2.9877	0.1000	0.1461	4.9438	0.0000	0.0000	4.7516	true	NONE	169	0.6043	0.4066	1.8126	69590001	69590001
chr7	69764769	69956306	AMPLIFICATION	76	0.5437	1.8775	0.4023	1.0884	1.1507	1.0191	2.0000	0.1000	0.2731	3.8775	0.0000	0.0000	3.7006	true	DEL	191	0.5158	0.4042	1.4490	69764769	69764769
chr7	69956307	70788000	DIPLOID	465	0.5876	1.8050	0.5993	1.2497	1.1382	1.0100	2.8213	0.5587	0.6804	4.6263	0.0000	0.0000	4.4639	true	DEL	815	0.6098	0.4132	1.8065	69956307	69956307
chr7	70788001	70792000	DIPLOID	2	0.6089	1.5886	0.9237	1.1984	0.9818	0.8724	2.7996	0.6122	0.9351	4.3881	0.0000	0.0000	4.4096	true	NONE	3	0.6380	0.5143	1.8844	70788001	70788001
chr7	70792001	70956000	DIPLOID	175	0.5875	1.5439	0.9506	1.1131	0.9853	0.8759	2.4481	0.9465	1.1145	3.9920	0.0000	0.0000	4.0092	true	NONE	156	0.6132	0.4439	1.7617	70792001	70792001
chr7	70956001	70961000	HET_DELETION	0	0.0000	0.9682	0.1091	0.6702	0.4937	0.4392	0.9682	0.1568	0.0000	1.9363	0.0000	0.0000	2.5310	true	NONE	5	0.5000	0.4752	1.0255	70956001	70956001
chr7	70961001	71655000	DIPLOID	388	0.5893	1.5092	0.9656	1.0997	1.0181	0.9096	2.4208	0.9302	1.1172	3.9300	0.0000	0.0000	3.9087	true	NONE	685	0.6160	0.4409	1.7647	70956001	70961001
chr7	71655001	73366000	DIPLOID	755	0.5938	1.4851	0.9634	1.0991	0.9671	0.8798	2.4422	0.9432	1.1321	3.9272	0.0000	0.0000	3.9659	true	NONE	922	0.6219	0.4395	1.7709	71655001	71655001
chr7	73366001	73588000	DIPLOID	33	0.5735	1.6305	0.8886	1.1202	0.9090	0.8372	2.3949	0.9111	1.0322	4.0254	0.0000	0.0000	4.1323	true	NONE	184	0.5949	0.4756	1.7058	73366001	73366001
chr7	73588001	73589000	HET_DELETION	0	0.0000	1.0112	0.1000	0.4709	0.4013	0.3702	0.0000	1.5000	0.0000	1.0112	0.0000	0.0000	1.7145	true	NONE	1	0.0000	0.2380	1.4045	73588001	73588001
chr7	73589001	73967000	DIPLOID	172	0.5915	1.4466	0.9457	1.0725	0.8771	0.8122	2.3571	0.8761	1.0775	3.8037	0.0000	0.0000	3.9481	true	NONE	340	0.6197	0.5057	1.7215	73588001	73590001
chr7	73967001	74060000	DIPLOID	37	0.5758	1.7669	0.6848	1.1956	0.9508	0.8852	2.6082	0.9086	0.9175	4.3751	0.0000	0.0000	4.4329	true	NONE	85	0.5962	0.5418	1.7365	73967001	73968001
chr7	74060001	74090000	DIPLOID	16	0.5530	1.6341	0.8851	1.0705	0.9188	0.8564	2.1603	0.5103	0.7716	3.7944	0.0000	0.0000	3.8899	true	NONE	27	0.5693	0.5324	1.6105	74060001	74061001
chr7	74090001	74414000	HET_DELETION	77	0.6066	1.3104	0.8189	1.0392	0.8328	0.7783	2.3388	0.8556	1.0158	3.6492	0.0000	0.0000	3.8456	true	NONE	301	0.6409	0.5078	1.6597	74090001	74090001
chr7	74414001	74417000	HET_DELETION	1	0.7347	0.1081	0.3586	0.5647	0.4552	0.4263	1.3385	0.8553	0.8919	1.4466	0.0000	0.0000	2.0865	true	NONE	3	0.9253	0.4910	1.4922	74414001	74414001
chr7	74417001	74683000	DIPLOID	92	0.5943	1.4060	0.9198	1.0586	0.8535	0.8015	2.3332	0.8489	1.0512	3.7392	0.0000	0.0000	3.9113	true	NONE	250	0.6240	0.5098	1.6957	74090001	74417001
chr7	74683001	75565000	DIPLOID	2	0.6339	1.3598	0.8789	1.1456	0.9042	0.8534	2.7833	0.6496	0.9688	4.1430	0.0000	0.0000	4.2556	true	NONE	151	0.6718	0.4705	1.8572	74683001	74683001
chr7	75565001	75867000	HET_DELETION	135	0.5974	1.3347	0.8508	1.0285	0.8157	0.7749	2.2647	0.7460	0.9539	3.5995	0.0000	0.0000	3.8160	true	NONE	284	0.6292	0.4839	1.6398	75565001	75565001
chr7	75867001	75913000	HET_DELETION	1	0.5517	1.6661	0.8497	1.0829	0.8449	0.8060	2.1859	0.5768	0.7870	3.8520	0.0000	0.0000	4.0342	true	NONE	46	0.5675	0.5030	1.6079	75867001	75867001
chr7	75913001	76265000	DIPLOID	39	0.6111	1.4407	0.9424	1.1235	0.8966	0.8596	2.5995	0.9156	1.1354	4.0402	0.0000	0.0000	4.1617	true	NONE	256	0.6434	0.5091	1.8161	75565001	75913001
chr7	76265001	76267000	HET_DELETION	0	0.0000	0.9537	0.1582	0.4585	0.4373	0.4209	0.0000	1.5000	0.0000	0.9537	0.0000	0.0000	1.6146	true	NONE	1	0.0000	0.2670	1.4185	76265001	76266001
chr7	76267001	76402000	DIPLOID	62	0.6071	1.5260	0.9589	1.1589	0.9407	0.9073	2.6788	0.8336	1.0883	4.2048	0.0000	0.0000	4.2744	true	NONE	123	0.6371	0.5118	1.8611	76265001	76268001
chr7	76402001	76433000	HET_DELETION	28	0.5985	1.2654	0.7472	0.9941	0.7990	0.7716	2.1744	0.5477	0.7750	3.4398	0.0000	0.0000	3.6760	true	NONE	31	0.6321	0.4986	1.5759	76402001	76402001
chr7	76433001	76999000	HET_DELETION	99	0.5949	1.6790	0.8333	1.2052	0.8408	0.8120	2.7409	0.7358	0.9334	4.4199	0.0000	0.0000	4.6069	true	NONE	6	0.6201	0.5710	1.8247	76433001	76506001
chr7	76999001	77602000	DIPLOID	99	0.5904	1.8571	0.4620	1.2856	0.9987	0.9644	2.9360	0.2171	0.4009	4.7931	0.0000	0.0000	4.7946	true	NONE	406	0.6126	0.3968	1.8316	76402001	76999001
chr7	77602001	77608000	DIPLOID	3	0.6275	1.4246	0.9326	1.1635	0.9814	0.9479	2.8018	0.6069	0.9660	4.2264	0.0000	0.0000	4.2482	true	NONE	6	0.6629	0.3712	1.8905	77602001	77602001
chr7	77608001	77754138	DIPLOID	96	0.5973	1.5042	0.9673	1.1189	0.8884	0.8589	2.5149	0.9634	1.1532	4.0191	0.0000	0.0000	4.1502	true	NONE	144	0.6257	0.4098	1.8043	77608001	77608001
chr7	77754139	77754178	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	false	DEL	0	1.0000	0.0000	1.8000	77754139	77754139
chr7	77754179	77770000	DIPLOID	4	0.6433	1.4039	0.9182	1.2026	0.9157	0.8862	3.0037	0.1000	0.6550	4.4076	0.0000	0.0000	4.5067	false	DEL	15	0.6815	0.3755	1.9631	77754179	77754179
chr7	77770001	77784000	DIPLOID	17	0.6067	1.5383	0.9533	1.1643	0.9983	0.9663	2.6916	0.8161	1.0735	4.2298	0.0000	0.0000	4.2318	true	NONE	14	0.6363	0.3706	1.8613	77770001	77770001
chr7	77784001	78111000	DIPLOID	257	0.5909	1.7763	0.6648	1.2447	1.0061	0.9747	2.8267	0.5447	0.7147	4.6031	0.0000	0.0000	4.5959	true	NONE	319	0.6141	0.3986	1.8202	77784001	77784001
chr7	78111001	78443708	DIPLOID	345	0.5877	1.9890	0.1000	1.3462	1.0637	1.0322	3.0850	0.2857	0.2267	5.0740	0.0000	0.0000	4.9991	true	NONE	310	0.6080	0.3813	1.8384	78111001	78111001
chr7	78443709	78487000	DIPLOID	112	0.6056	1.8250	0.5492	1.3175	1.1237	1.0937	3.1160	0.3827	0.5643	4.9410	0.0000	0.0000	4.7957	false	DEL	43	0.6306	0.3592	1.9164	78443709	78443709
chr7	78487001	78521000	DIPLOID	52	0.6334	1.5885	0.9238	1.2786	1.0428	1.0158	3.1719	0.5412	0.9279	4.7604	0.0000	0.0000	4.7102	true	NONE	34	0.6663	0.3654	2.0334	78487001	78487001
chr7	78521001	78596434	DIPLOID	36	0.6733	1.7088	0.7903	1.5139	1.0215	0.9960	4.1438	0.4644	0.8448	5.8526	0.0000	0.0000	5.8274	true	NONE	73	0.7080	0.3774	2.3740	78521001	78521001
chr7	78596435	79081943	DIPLOID	273	0.6581	1.9021	0.3268	1.5686	1.0557	1.0342	4.2044	0.6215	0.6241	6.1065	0.0000	0.0000	6.0411	false	DEL	454	0.6885	0.3570	2.3209	78596435	78596435
chr7	79081944	79329000	DIPLOID	209	0.6518	1.8693	0.4267	1.5199	1.0609	1.0457	4.0112	0.1000	0.3433	5.8805	0.0000	0.0000	5.8089	false	DEL	237	0.6821	0.3579	2.2568	79081944	79081944
chr7	79329001	79397566	DIPLOID	11	0.6481	2.0600	0.2038	1.6206	1.0854	1.0727	4.2882	0.7857	0.6413	6.3481	0.0000	0.0000	6.2478	true	NONE	66	0.6755	0.3418	2.3393	79329001	79329001
chr7	79397567	80928000	DIPLOID	786	0.6580	1.9714	0.1000	1.6118	1.0420	1.0460	4.3356	0.8519	0.6263	6.3071	0.0000	0.0000	6.2578	false	DEL	1480	0.6874	0.3578	2.3457	79397567	79397567
chr7	80928001	80951000	DIPLOID	8	0.6577	1.8255	0.5480	1.5183	1.0240	1.0420	4.0476	0.1625	0.4672	5.8730	0.0000	0.0000	5.8448	true	NONE	23	0.6892	0.3719	2.2888	80928001	80928001
chr7	80951001	81133000	DIPLOID	225	0.6696	1.6611	0.8558	1.4661	0.9376	0.9554	3.9694	0.1049	0.6432	5.6305	0.0000	0.0000	5.7038	true	NONE	172	0.7050	0.3738	2.3233	80951001	80951001
chr7	81133001	81141000	DIPLOID	17	0.6602	1.7712	0.6758	1.4953	1.0668	1.0884	3.9951	0.1000	0.5122	5.7663	0.0000	0.0000	5.6878	true	NONE	8	0.6928	0.3681	2.2895	81133001	81133001
chr7	81141001	82253000	DIPLOID	563	0.6622	2.0069	0.1000	1.6545	1.0453	1.0758	4.4982	0.9682	0.7073	6.5050	0.0000	0.0000	6.4518	true	NONE	1076	0.6915	0.3514	2.4020	81141001	81141001
chr7	82253001	82657000	DIPLOID	363	0.6613	1.8425	0.5026	1.5455	0.9780	1.0144	4.1568	0.5007	0.6635	5.9993	0.0000	0.0000	6.0252	true	NONE	377	0.6929	0.3670	2.3257	82253001	82253001
chr7	82657001	83421000	DIPLOID	504	0.6596	1.9922	0.1000	1.6328	1.0278	1.0694	4.4121	0.9242	0.6756	6.4043	0.0000	0.0000	6.3717	true	NONE	736	0.6889	0.3440	2.3680	82657001	82657001
chr7	83421001	83422000	HET_DELETION	0	0.0000	0.0000	0.1000	0.1647	0.0932	0.0972	-0.4101	2.4228	0.0000	-0.4101	0.0000	0.0000	0.6550	true	NONE	1	1.0000	0.3310	1.9640	83421001	83421001
chr7	83422001	85897000	DIPLOID	641	0.6571	2.0121	0.1000	1.6331	1.0099	1.0531	4.3939	0.9103	0.6639	6.4059	0.0000	0.0000	6.3942	true	NONE	2337	0.6859	0.3437	2.3624	83421001	83422001
chr7	85897001	86637000	DIPLOID	260	0.6667	1.8376	0.5158	1.5674	0.9830	1.0217	4.2633	0.7434	0.8395	6.1010	0.0000	0.0000	6.1209	true	NONE	669	0.6988	0.3465	2.3703	85897001	85897001
chr7	86637001	87222000	DIPLOID	206	0.6579	2.0586	0.1992	1.6662	1.0396	1.0762	4.5010	0.9684	0.7682	6.5596	0.0000	0.0000	6.5131	true	NONE	553	0.6862	0.3721	2.4238	86637001	86637001
chr7	87222001	87897000	DIPLOID	100	0.6682	1.8334	0.5271	1.5715	0.9792	1.0095	4.2866	0.7831	0.8754	6.1200	0.0000	0.0000	6.1444	true	NONE	618	0.7004	0.3741	2.3813	87222001	87222001
chr7	87897001	88072000	DIPLOID	6	0.6367	1.8822	0.3882	1.4646	0.9270	0.9561	3.7416	0.7345	0.7149	5.6238	0.0000	0.0000	5.7095	true	NONE	157	0.6653	0.3799	2.1437	87897001	87897001
chr7	88072001	90181000	DIPLOID	1295	0.6565	1.9567	0.1481	1.5955	1.0125	1.0440	4.2747	0.7635	0.5985	6.2314	0.0000	0.0000	6.2167	true	NONE	1925	0.6860	0.3578	2.3272	88072001	88072001
chr7	90181001	90183000	HET_DELETION	0	0.0000	0.8587	0.4572	0.6230	0.5020	0.5170	0.8587	0.6691	0.0000	1.7175	0.0000	0.0000	2.3024	true	NONE	2	0.5000	0.3865	1.1130	90181001	90181001
chr7	90183001	90322000	DIPLOID	97	0.6567	1.9910	0.1000	1.6180	1.0081	1.0381	4.3448	0.8626	0.6322	6.3358	0.0000	0.0000	6.3263	true	NONE	132	0.6858	0.3689	2.3415	90181001	90187001
chr7	90322001	90653000	DIPLOID	130	0.6543	1.8060	0.5969	1.4916	0.9387	0.9662	3.9434	0.1927	0.5167	5.7493	0.0000	0.0000	5.8213	true	NONE	298	0.6859	0.3882	2.2550	90322001	90322001
chr7	90653001	91695000	DIPLOID	432	0.6560	1.9325	0.2287	1.5779	0.9991	1.0258	4.2169	0.6500	0.5764	6.1495	0.0000	0.0000	6.1506	true	NONE	942	0.6857	0.3809	2.3138	90653001	90653001
chr7	91695001	91699000	DIPLOID	3	0.6356	2.0697	0.2359	1.5708	0.9538	0.9783	4.0471	0.1607	0.2521	6.1167	0.0000	0.0000	6.1710	true	NONE	4	0.6616	0.4253	2.2467	91695001	91695001
chr7	91699001	92234000	DIPLOID	381	0.6637	1.7461	0.7260	1.4948	0.9255	0.9473	4.0178	0.1000	0.5482	5.7640	0.0000	0.0000	5.8514	true	NONE	480	0.6971	0.3775	2.3087	91699001	91700001
chr7	92234001	92606000	DIPLOID	67	0.6583	1.8656	0.4374	1.5465	0.9638	0.9828	4.1383	0.4489	0.5835	6.0039	0.0000	0.0000	6.0465	true	NONE	343	0.6893	0.3864	2.3091	92234001	92234001
chr7	92606001	92869000	DIPLOID	114	0.6539	2.0642	0.2178	1.6502	1.0285	1.0460	4.4211	0.9304	0.7508	6.4853	0.0000	0.0000	6.4519	true	NONE	259	0.6817	0.3817	2.3941	92606001	92606001
chr7	92869001	93125000	DIPLOID	118	0.6571	1.8150	0.5746	1.5093	0.9590	0.9728	4.0163	0.1000	0.4433	5.8313	0.0000	0.0000	5.8795	true	NONE	226	0.6887	0.3836	2.2805	92869001	92869001
chr7	93125001	93139000	DIPLOID	8	0.6590	1.9578	0.1442	1.6077	0.9630	0.9753	4.3302	0.8452	0.6519	6.2880	0.0000	0.0000	6.3315	true	NONE	13	0.6886	0.3828	2.3489	93125001	93126001
chr7	93139001	93698000	DIPLOID	315	0.6667	1.9988	0.1000	1.6715	1.0546	1.0663	4.5856	0.9258	0.6839	6.5844	0.0000	0.0000	6.5203	true	NONE	510	0.6964	0.3586	2.4347	93139001	93139001
chr7	93698001	93703000	HET_DELETION	0	0.0000	1.9049	0.3181	1.0738	0.4709	0.4751	1.9049	0.3181	0.0000	3.8098	0.0000	0.0000	4.4312	true	NONE	5	0.5000	0.3462	1.4761	93698001	93698001
chr7	93703001	94720000	DIPLOID	376	0.6585	2.0513	0.1749	1.6645	1.0610	1.0621	4.5006	0.9686	0.7530	6.5519	0.0000	0.0000	6.4802	true	NONE	968	0.6869	0.3658	2.4208	93698001	93703001
chr7	94720001	95198000	DIPLOID	267	0.6593	1.8430	0.5012	1.5368	0.9994	0.9893	4.1157	0.3818	0.5822	5.9587	0.0000	0.0000	5.9594	true	NONE	440	0.6907	0.3670	2.3091	94720001	94720001
chr7	95198001	96104000	DIPLOID	533	0.6609	2.0021	0.1000	1.6450	1.0759	1.0528	4.4593	0.9522	0.6954	6.4614	0.0000	0.0000	6.3722	true	NONE	858	0.6901	0.3813	2.3846	95198001	95198001
chr7	96104001	96139715	DIPLOID	23	0.6508	1.9151	0.2856	1.5438	1.0200	0.9914	4.0763	0.2578	0.3536	5.9914	0.0000	0.0000	5.9679	true	NONE	35	0.6804	0.3801	2.2645	96104001	96104001
chr7	96139716	96140590	UNKNOWN	0	0.0000	0.0000	0.1000	0.0000	0.0000	0.0000	0.0000	1.5000	0.0000	0.0000	0.0000	0.0000	0.0000	false	DEL	0	1.0000	0.0000	1.8000	96139716	96139716
chr7	96140591	97035000	DIPLOID	410	0.6559	1.9430	0.1941	1.5842	1.0484	1.0117	4.2357	0.6902	0.5800	6.1787	0.0000	0.0000	6.1218	false	DEL	846	0.6855	0.3904	2.3171	96140591	96140591
chr7	97035001	97038000	DIPLOID	0	0.0000	3.0564	0.1920	1.5699	1.0197	0.9786	3.0564	0.1920	0.0000	6.1128	0.0000	0.0000	6.0896	true	NONE	2	0.5000	0.4355	2.2451	97035001	97035001
